66646 GFF lines processed.
file_1_file_1_g1066.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1066.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1067.t1.exon1	0	0	2	0	0	0	0	0
file_1_file_1_g1067.t1.exon10	4	6	2	5	0	0	0	1
file_1_file_1_g1067.t1.exon11	23	26	36	31	47	0	7	96
file_1_file_1_g1067.t1.exon12	1	0	3	2	0	0	0	0
file_1_file_1_g1067.t1.exon13	4	4	0	4	0	0	0	1
file_1_file_1_g1067.t1.exon14	8	6	5	7	2	0	1	65
file_1_file_1_g1067.t1.exon15	1	1	0	3	0	0	0	2
file_1_file_1_g1067.t1.exon16	3	5	0	7	4	0	4	3
file_1_file_1_g1067.t1.exon17	3	7	0	5	0	0	1	14
file_1_file_1_g1067.t1.exon18	148	145	210	227	345	0	55	417
file_1_file_1_g1067.t1.exon2	28	4	47	10	15	0	2	6
file_1_file_1_g1067.t1.exon3	77	10	91	9	25	0	7	39
file_1_file_1_g1067.t1.exon4	11	1	12	2	14	0	3	21
file_1_file_1_g1067.t1.exon5	35	10	50	19	96	0	12	130
file_1_file_1_g1067.t1.exon6	2	1	4	0	0	0	0	16
file_1_file_1_g1067.t1.exon7	3	2	1	4	9	0	1	11
file_1_file_1_g1067.t1.exon8	134	55	143	77	175	1	46	293
file_1_file_1_g1067.t1.exon9	272	121	377	232	414	1	128	794
file_1_file_1_g1068.t1.exon1	5	2	4	0	0	0	0	0
file_1_file_1_g1069.t1.exon1	1	3	0	1	0	0	0	0
file_1_file_1_g107.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1070.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1070.t2.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g1071.t1.exon1	26	87	8	130	0	0	0	6
file_1_file_1_g1071.t1.exon10	5	3	3	3	0	0	1	15
file_1_file_1_g1071.t1.exon11	3	2	4	3	0	0	1	5
file_1_file_1_g1071.t1.exon12	1	1	0	0	0	0	3	15
file_1_file_1_g1071.t1.exon13	2	1	1	0	0	0	0	2
file_1_file_1_g1071.t1.exon14	3	1	0	3	0	0	3	74
file_1_file_1_g1071.t1.exon15	0	0	1	1	0	0	1	0
file_1_file_1_g1071.t1.exon16	11	4	7	3	0	0	4	49
file_1_file_1_g1071.t1.exon17	7	3	0	3	5	1	0	1
file_1_file_1_g1071.t1.exon18	3	2	2	3	0	0	4	2
file_1_file_1_g1071.t1.exon19	7	2	5	8	0	0	1	43
file_1_file_1_g1071.t1.exon2	19	12	56	23	34	0	43	132
file_1_file_1_g1071.t1.exon20	13	12	9	17	0	0	5	32
file_1_file_1_g1071.t1.exon21	1	0	0	0	0	0	0	0
file_1_file_1_g1071.t1.exon22	4	5	0	9	8	0	0	30
file_1_file_1_g1071.t1.exon23	2	1	0	1	0	0	1	5
file_1_file_1_g1071.t1.exon24	17	48	12	114	6	0	95	95
file_1_file_1_g1071.t1.exon25	3	0	0	1	0	0	0	0
file_1_file_1_g1071.t1.exon26	6	70	8	98	2	0	17	50
file_1_file_1_g1071.t1.exon3	4	0	5	2	0	0	0	3
file_1_file_1_g1071.t1.exon4	8	1	10	6	10	0	15	115
file_1_file_1_g1071.t1.exon5	7	5	13	3	1	0	1	87
file_1_file_1_g1071.t1.exon6	1	2	0	0	0	0	1	2
file_1_file_1_g1071.t1.exon7	11	0	7	3	0	0	4	12
file_1_file_1_g1071.t1.exon8	15	4	4	4	0	0	3	12
file_1_file_1_g1071.t1.exon9	4	2	0	6	0	0	2	13
file_1_file_1_g1072.t1.exon1	8	0	0	1	0	14	4	0
file_1_file_1_g1072.t1.exon2	4	1	3	0	0	0	0	0
file_1_file_1_g1073.t1.exon1	4	0	0	1	0	0	0	0
file_1_file_1_g1073.t1.exon2	3	0	0	1	0	0	0	0
file_1_file_1_g1073.t1.exon3	2	0	1	1	0	5	0	0
file_1_file_1_g1074.t1.exon1	20	48	18	57	80	0	20	80
file_1_file_1_g1074.t1.exon2	5	10	2	14	0	0	4	20
file_1_file_1_g1074.t1.exon3	0	0	0	5	1	0	0	1
file_1_file_1_g1074.t1.exon4	5	7	2	11	1	0	1	24
file_1_file_1_g1074.t1.exon5	6	1	0	0	0	0	0	2
file_1_file_1_g1074.t1.exon6	1	0	2	0	0	1	0	0
file_1_file_1_g1074.t1.exon7	5	16	10	21	9	0	2	9
file_1_file_1_g1075.t1.exon1	9	7	5	12	5	0	2	7
file_1_file_1_g1076.t1.exon1	15	2	7	2	4	0	0	6
file_1_file_1_g1076.t1.exon2	1	2	2	0	9	0	0	5
file_1_file_1_g1076.t1.exon3	10	3	11	0	2	0	2	7
file_1_file_1_g1076.t1.exon4	1	0	2	0	0	0	0	0
file_1_file_1_g1076.t1.exon5	4	1	1	2	0	0	0	0
file_1_file_1_g1077.t1.exon1	10	5	0	0	0	0	0	0
file_1_file_1_g1078.t1.exon1	4	2	2	0	0	0	0	0
file_1_file_1_g1079.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g1079.t1.exon2	1	1	0	0	0	0	0	0
file_1_file_1_g1079.t1.exon3	1	1	0	0	0	0	0	0
file_1_file_1_g1079.t1.exon4	0	1	0	0	0	0	0	0
file_1_file_1_g108.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g108.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g108.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1080.t1.exon1	0	0	0	1	0	0	0	0
file_1_file_1_g1080.t1.exon2	2	1	1	0	0	0	0	0
file_1_file_1_g1081.t1.exon1	29	2	20	1	7	0	0	7
file_1_file_1_g1082.t1.exon1	8	4	1	0	2	0	0	5
file_1_file_1_g1083.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1083.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g1083.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1083.t1.exon4	2	0	0	0	0	0	0	0
file_1_file_1_g1084.t1.exon1	5	2	0	1	0	0	0	0
file_1_file_1_g1084.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1084.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1085.t1.exon1	1	0	0	2	0	0	1	0
file_1_file_1_g1085.t1.exon2	4	0	0	0	0	0	0	0
file_1_file_1_g1085.t1.exon3	1	1	0	0	0	0	0	0
file_1_file_1_g1086.t1.exon1	0	2	0	0	0	0	0	0
file_1_file_1_g1086.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g1086.t1.exon3	1	0	2	1	0	0	0	0
file_1_file_1_g1087.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1088.t1.exon1	1	0	1	0	0	1	0	5
file_1_file_1_g1088.t1.exon2	3	0	0	0	0	0	0	0
file_1_file_1_g1089.t1.exon1	2	0	1	0	0	0	0	3
file_1_file_1_g109.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g109.t1.exon2	6	0	0	0	0	1	0	0
file_1_file_1_g1090.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1090.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1090.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1090.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1090.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1090.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1091.t1.exon1	3	1	1	11	1	0	1	24
file_1_file_1_g1091.t1.exon2	2	1	0	5	0	0	1	0
file_1_file_1_g1091.t1.exon3	0	2	0	3	0	0	0	0
file_1_file_1_g1091.t1.exon4	4	35	3	56	0	0	0	15
file_1_file_1_g1092.t1.exon1	12	90	8	179	0	1	0	85
file_1_file_1_g1092.t1.exon10	1	3	0	1	0	0	0	2
file_1_file_1_g1092.t1.exon11	14	80	11	159	32	1	4	149
file_1_file_1_g1092.t1.exon2	8	20	0	40	0	0	0	51
file_1_file_1_g1092.t1.exon3	2	1	0	1	0	0	0	6
file_1_file_1_g1092.t1.exon4	2	2	0	0	0	0	0	0
file_1_file_1_g1092.t1.exon5	0	4	0	3	1	0	0	1
file_1_file_1_g1092.t1.exon6	0	13	2	21	0	1	0	15
file_1_file_1_g1092.t1.exon7	2	8	2	15	0	0	0	16
file_1_file_1_g1092.t1.exon8	0	3	0	3	0	0	0	16
file_1_file_1_g1092.t1.exon9	2	13	0	27	0	0	0	30
file_1_file_1_g1093.t1.exon1	4	4	1	7	0	0	1	6
file_1_file_1_g1093.t1.exon10	4	23	4	20	0	0	0	19
file_1_file_1_g1093.t1.exon11	5	5	1	5	5	0	6	2
file_1_file_1_g1093.t1.exon12	0	1	0	0	0	0	0	0
file_1_file_1_g1093.t1.exon13	4	3	1	1	0	0	0	1
file_1_file_1_g1093.t1.exon14	1	7	0	1	0	0	0	1
file_1_file_1_g1093.t1.exon15	1	7	3	3	0	0	0	0
file_1_file_1_g1093.t1.exon16	6	18	6	19	0	0	1	9
file_1_file_1_g1093.t1.exon2	3	4	1	2	1	0	0	0
file_1_file_1_g1093.t1.exon3	1	3	0	2	0	0	0	0
file_1_file_1_g1093.t1.exon4	0	0	0	0	0	0	1	2
file_1_file_1_g1093.t1.exon5	1	0	1	0	0	0	0	0
file_1_file_1_g1093.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1093.t1.exon7	4	3	0	1	0	0	0	2
file_1_file_1_g1093.t1.exon8	5	4	2	5	2	0	1	18
file_1_file_1_g1093.t1.exon9	3	4	2	6	1	0	0	6
file_1_file_1_g1094.t1.exon1	12	4	2	3	0	0	0	0
file_1_file_1_g1094.t1.exon2	6	0	1	1	0	0	0	0
file_1_file_1_g1095.t1.exon1	1	0	0	8	0	0	0	1
file_1_file_1_g1095.t1.exon2	2	12	1	13	0	0	0	3
file_1_file_1_g1095.t1.exon3	4	3	0	5	0	0	0	11
file_1_file_1_g1095.t1.exon4	3	1	0	4	0	0	0	2
file_1_file_1_g1095.t1.exon5	2	2	1	3	0	0	4	15
file_1_file_1_g1095.t1.exon6	5	8	3	25	1	0	0	15
file_1_file_1_g1096.t1.exon1	3	0	4	0	5	3	0	1
file_1_file_1_g1096.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1097.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g1097.t1.exon2	6	0	0	0	0	0	0	0
file_1_file_1_g1098.t1.exon1	8	2	0	4	0	0	0	0
file_1_file_1_g1098.t1.exon2	2	0	1	0	0	0	0	0
file_1_file_1_g1098.t1.exon3	10	0	0	0	0	0	0	0
file_1_file_1_g1099.t1.exon1	10	8	8	14	0	0	7	62
file_1_file_1_g1099.t1.exon10	4	2	2	1	0	0	0	5
file_1_file_1_g1099.t1.exon2	5	1	1	1	0	0	0	4
file_1_file_1_g1099.t1.exon3	1	0	0	0	0	0	1	1
file_1_file_1_g1099.t1.exon4	1	0	0	1	0	0	0	1
file_1_file_1_g1099.t1.exon5	0	0	0	2	0	0	0	0
file_1_file_1_g1099.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1099.t1.exon7	2	2	1	2	0	0	0	2
file_1_file_1_g1099.t1.exon8	0	0	2	0	0	0	0	0
file_1_file_1_g1099.t1.exon9	5	0	1	0	0	0	0	13
file_1_file_1_g11.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g11.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g11.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g110.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g110.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g1100.t1.exon1	10	2	1	3	0	6	0	0
file_1_file_1_g1100.t1.exon2	5	1	1	3	0	3	0	0
file_1_file_1_g1100.t1.exon3	4	3	2	0	0	3	0	0
file_1_file_1_g1100.t1.exon4	3	3	4	2	0	0	0	0
file_1_file_1_g1100.t1.exon5	12	1	4	3	0	7	0	0
file_1_file_1_g1101.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1101.t1.exon2	3	2	1	0	0	0	1	8
file_1_file_1_g1101.t1.exon3	1	3	3	5	0	0	0	8
file_1_file_1_g1102.t1.exon1	0	0	0	1	0	0	0	0
file_1_file_1_g1102.t1.exon2	6	2	0	1	0	0	0	0
file_1_file_1_g1102.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1102.t1.exon4	13	3	2	1	0	0	0	1
file_1_file_1_g1102.t1.exon5	1	0	1	4	0	0	0	0
file_1_file_1_g1103.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1103.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1103.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1103.t1.exon4	2	0	1	1	0	0	0	0
file_1_file_1_g1104.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon10	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon11	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon12	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon13	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon14	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon15	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon16	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon17	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon18	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon19	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon20	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon21	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon22	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon23	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon24	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon7	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon8	0	0	0	0	0	0	0	0
file_1_file_1_g1104.t2.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g1105.t1.exon1	4	0	0	0	0	0	0	0
file_1_file_1_g1105.t1.exon2	0	0	1	0	0	0	0	0
file_1_file_1_g1105.t1.exon3	0	0	0	1	0	0	0	0
file_1_file_1_g1105.t1.exon4	0	0	1	0	0	0	0	0
file_1_file_1_g1105.t1.exon5	22	205	8	328	1	0	1	12
file_1_file_1_g1105.t1.exon6	2	0	0	0	0	0	0	0
file_1_file_1_g1106.t1.exon1	0	2	1	2	0	0	0	0
file_1_file_1_g1106.t1.exon2	5	0	1	0	0	0	0	0
file_1_file_1_g1106.t1.exon3	1	0	1	0	0	0	0	0
file_1_file_1_g1107.t1.exon1	0	0	1	0	0	0	0	0
file_1_file_1_g1108.t1.exon1	4	0	0	1	0	0	0	0
file_1_file_1_g1109.t1.exon1	16	14	4	26	16	0	2	52
file_1_file_1_g1109.t1.exon10	1	1	1	1	0	0	0	4
file_1_file_1_g1109.t1.exon11	22	37	5	58	2	0	6	73
file_1_file_1_g1109.t1.exon12	4	11	7	17	5	0	4	22
file_1_file_1_g1109.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g1109.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g1109.t1.exon4	0	0	1	0	0	0	0	0
file_1_file_1_g1109.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1109.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1109.t1.exon7	0	0	0	0	0	0	0	1
file_1_file_1_g1109.t1.exon8	1	0	0	0	0	0	0	0
file_1_file_1_g1109.t1.exon9	0	0	0	0	0	0	0	0
file_1_file_1_g111.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1110.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g1110.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1110.t1.exon3	2	1	0	0	0	0	0	0
file_1_file_1_g1110.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1110.t1.exon5	3	0	3	0	0	0	0	0
file_1_file_1_g1111.t1.exon1	13	54	4	86	0	1	1	3
file_1_file_1_g1111.t1.exon2	2	21	2	23	0	0	0	0
file_1_file_1_g1112.t1.exon1	22	77	7	130	1	0	0	0
file_1_file_1_g1113.t1.exon1	0	5	0	2	0	0	0	0
file_1_file_1_g1113.t1.exon2	0	1	0	2	0	0	0	0
file_1_file_1_g1114.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g1114.t1.exon2	2	0	1	1	0	0	0	0
file_1_file_1_g1114.t1.exon3	5	1	1	0	0	0	0	0
file_1_file_1_g1114.t1.exon4	3	1	0	1	0	0	0	0
file_1_file_1_g1114.t1.exon5	2	6	0	11	0	0	0	0
file_1_file_1_g1114.t1.exon6	20	192	3	265	17	0	18	27
file_1_file_1_g1115.t1.exon1	0	5	1	11	0	0	0	0
file_1_file_1_g1115.t1.exon10	1	7	2	16	0	0	0	0
file_1_file_1_g1115.t1.exon11	1	6	0	20	0	0	0	0
file_1_file_1_g1115.t1.exon2	0	1	1	5	0	0	0	0
file_1_file_1_g1115.t1.exon3	3	29	2	75	2	0	0	0
file_1_file_1_g1115.t1.exon4	2	3	0	5	0	0	0	0
file_1_file_1_g1115.t1.exon5	3	6	1	0	0	0	0	0
file_1_file_1_g1115.t1.exon6	4	2	0	3	0	0	0	0
file_1_file_1_g1115.t1.exon7	1	3	1	1	0	0	0	0
file_1_file_1_g1115.t1.exon8	0	0	0	1	0	0	0	0
file_1_file_1_g1115.t1.exon9	11	38	1	49	2	0	1	2
file_1_file_1_g1116.t1.exon1	16	48	19	65	13	0	27	18
file_1_file_1_g1116.t1.exon2	2	6	1	11	0	0	0	0
file_1_file_1_g1116.t1.exon3	0	2	1	3	0	0	0	4
file_1_file_1_g1116.t1.exon4	8	22	10	19	0	0	12	11
file_1_file_1_g1116.t1.exon5	5	6	2	14	0	0	3	3
file_1_file_1_g1116.t1.exon6	0	4	0	3	0	0	0	0
file_1_file_1_g1116.t1.exon7	2	1	0	6	0	0	0	0
file_1_file_1_g1116.t1.exon8	2	16	4	15	0	0	15	14
file_1_file_1_g1116.t1.exon9	5	1	0	0	0	0	0	0
file_1_file_1_g1117.t1.exon1	3	2	2	3	0	0	3	3
file_1_file_1_g1117.t1.exon2	1	0	0	0	0	0	0	0
file_1_file_1_g1117.t1.exon3	10	23	13	40	0	0	12	70
file_1_file_1_g1118.t1.exon1	3	0	1	0	0	0	0	0
file_1_file_1_g1118.t1.exon2	4	1	1	0	0	0	0	0
file_1_file_1_g1119.t1.exon1	8	26	5	33	0	0	0	0
file_1_file_1_g1119.t1.exon2	3	2	0	1	0	0	0	0
file_1_file_1_g1119.t1.exon3	3	7	1	9	0	0	0	0
file_1_file_1_g112.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g112.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g112.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1120.t1.exon1	7	0	2	0	0	0	0	0
file_1_file_1_g1120.t1.exon2	0	3	0	0	0	0	0	0
file_1_file_1_g1120.t1.exon3	0	0	0	1	0	0	0	0
file_1_file_1_g1120.t1.exon4	3	5	0	5	0	0	0	0
file_1_file_1_g1120.t1.exon5	7	7	0	10	0	0	0	0
file_1_file_1_g1121.t1.exon1	0	3	2	8	0	0	1	51
file_1_file_1_g1121.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1121.t1.exon3	4	6	5	8	0	0	6	58
file_1_file_1_g1121.t1.exon4	2	1	0	0	0	0	0	10
file_1_file_1_g1121.t1.exon5	6	6	5	16	0	0	3	38
file_1_file_1_g1122.t1.exon1	1	2	0	0	0	0	0	0
file_1_file_1_g1122.t1.exon2	2	0	0	0	0	0	0	0
file_1_file_1_g1122.t1.exon3	1	0	0	0	0	0	0	0
file_1_file_1_g1122.t1.exon4	1	0	0	1	0	0	0	0
file_1_file_1_g1122.t1.exon5	3	0	0	0	0	0	0	0
file_1_file_1_g1123.t1.exon1	1	8	3	7	6	0	0	1
file_1_file_1_g1123.t1.exon2	2	2	1	4	1	0	0	2
file_1_file_1_g1123.t1.exon3	9	0	1	0	0	0	0	0
file_1_file_1_g1123.t1.exon4	34	64	28	75	30	0	2	13
file_1_file_1_g1124.t1.exon1	1	2	0	1	0	0	0	0
file_1_file_1_g1124.t2.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1124.t2.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1125.t1.exon1	23	9	2	19	0	0	0	0
file_1_file_1_g1125.t1.exon2	2	1	1	6	0	0	0	0
file_1_file_1_g1126.t1.exon1	35	6	64	13	62	0	166	135
file_1_file_1_g1126.t1.exon2	26	5	28	7	38	0	73	68
file_1_file_1_g1126.t1.exon3	0	1	0	1	0	0	1	22
file_1_file_1_g1126.t1.exon4	1	1	2	0	0	0	0	23
file_1_file_1_g1126.t1.exon5	22	6	19	2	4	0	30	55
file_1_file_1_g1127.t1.exon1	2	1	1	0	0	3	0	0
file_1_file_1_g1127.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1127.t1.exon3	4	1	0	1	0	0	0	0
file_1_file_1_g1128.t1.exon1	3	3	1	4	0	0	0	0
file_1_file_1_g1128.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1128.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1128.t1.exon4	1	0	0	2	0	0	0	0
file_1_file_1_g1128.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1128.t1.exon6	1	0	0	0	0	0	0	0
file_1_file_1_g1128.t1.exon7	1	0	1	0	0	0	0	0
file_1_file_1_g1128.t1.exon8	0	2	0	2	0	0	0	0
file_1_file_1_g1129.t1.exon1	1	0	0	0	0	0	0	0
file_1_file_1_g113.t1.exon1	8	1	2	0	0	0	0	0
file_1_file_1_g1130.t1.exon1	2	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon6	1	0	0	0	0	0	0	0
file_1_file_1_g1130.t1.exon7	2	0	0	0	0	0	0	0
file_1_file_1_g1131.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1131.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1131.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1132.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1133.t1.exon1	2	1	2	0	0	0	0	0
file_1_file_1_g1133.t1.exon2	13	0	9	0	0	0	0	0
file_1_file_1_g1133.t1.exon3	2	0	0	0	0	0	0	0
file_1_file_1_g1133.t1.exon4	8	1	4	1	0	0	0	0
file_1_file_1_g1133.t1.exon5	1	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon1	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon2	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon3	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon4	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon5	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon6	0	0	0	0	0	0	0	0
file_1_file_1_g1134.t1.exon7	0	1	0	0	0	0	0	0
file_1_file_1_g1135.t1.exon1	0	0	0	1	0	0	0	0
